Year,Month,Facility Reference Number,Licence Holder,Site Common Name,Latitude,Longitude,Aquaculture Management Unit,Sample Type,Incident Date,Number of Pens Sampled,Average L. salmonis motiles per fish,Average L. salmonis females per fish,Average chalimus per fish,Average caligus per fish,Comments,Year Class
2016,March,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Routine monitoring,2016-03-04,3,2.6333,1.6367,0,0,n/a,2
2016,March,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Routine monitoring,2016-03-18,3,2.2,1.1333,0,0,n/a,2
2016,March,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Routine monitoring,2016-03-03,3,2.0333,1.0833,0,0,n/a,2
2016,March,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Threshold exceedance,2016-03-18,3,3.0167,2.05,0,0,Harvesting,2
2016,March,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Routine monitoring,2016-03-11,3,1.3333,0.65,0,0,n/a,2
2016,March,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Routine monitoring,2016-03-25,3,1.7333,1.0667,0,0,n/a,2
2016,March,892,Marine Harvest Canada,Bell Island,50.83242,-127.52057,Port Hardy,Routine monitoring,2016-03-09,3,0.3833,0.0833,0.2833,0.4333,n/a,1
2016,March,892,Marine Harvest Canada,Bell Island,50.83242,-127.52057,Port Hardy,Routine monitoring,2016-03-28,3,0.8667,0.2667,0.35,0.2,n/a,1
2016,March,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,Port Hardy,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Count(s) not required (harvesting),2
2016,March,7053,Marine Harvest Canada,Ghi ya,50.90078,-127.93638,Port Hardy,Routine monitoring,2016-03-06,3,2.0333,0.95,0.3167,0.6333,n/a,1
2016,March,7053,Marine Harvest Canada,Ghi ya,50.90078,-127.93638,Port Hardy,Routine monitoring,2016-03-15,2,1.975,1.05,0.575,0.05,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2016,March,7053,Marine Harvest Canada,Ghi ya,50.90078,-127.93638,Port Hardy,Routine monitoring,2016-03-18,3,2.1333,0.95,0.2333,0.8,n/a,1
2016,March,7053,Marine Harvest Canada,Ghi ya,50.90078,-127.93638,Port Hardy,Pre-treatment,2016-03-22,8,2.425,1.1813,0.2813,0.2688,Medicinal bath treatment,1
2016,March,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Routine monitoring,2016-03-03,2,0.925,0.45,1.05,0.125,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2016,March,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Routine monitoring,2016-03-13,3,1.25,0.2833,1.8,0.1833,n/a,2
2016,March,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Routine monitoring,2016-03-17,3,1.3167,0.4833,1.2167,0.75,n/a,2
2016,March,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Threshold exceedance,2016-03-25,3,3.2833,1.0167,1.2167,0.15,Management action planned (In-feed treatment),2
2016,March,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Follow-up,2016-03-30,3,4.55,1.1167,1.2,0.35,Management action planned (In-feed treatment),2
2016,March,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,Follow-up,2016-03-22,3,0.5,0.2333,0.0333,0.0333,n/a,1
2016,March,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,Follow-up,n/a,0,n/a,n/a,n/a,n/a,Count(s) not required (<21 days post in-feed treatment),1
2016,March,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,Routine monitoring,2016-03-07,3,0,0,0,0,n/a,1
2016,March,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Count(s) not performed (health management action),1
2016,March,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Quatsino Sound,Follow-up,2016-03-08,3,7.2,2.4833,10.4167,1.5833,Harvest pending,2
2016,March,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Quatsino Sound,Follow-up,2016-03-23,3,7.5167,3.4667,12.5167,3.7667,Harvesting,2
2016,March,1237,Marine Harvest Canada,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Follow-up,2016-03-02,3,6.7167,2.2833,0.9,0,Harvest pending,2
2016,March,1237,Marine Harvest Canada,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Follow-up,2016-03-10,3,7.0833,2.6833,4.0833,0.05,Harvest pending,2
2016,March,1237,Marine Harvest Canada,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Follow-up,2016-03-16,3,10.1667,3.8,4.5333,0.6,Harvest pending,2
2016,March,1237,Marine Harvest Canada,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Follow-up,2016-03-22,3,14.0667,6.1167,13.0167,1.4167,Harvesting,2
2016,March,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,Sunshine Coast,Routine monitoring,2016-03-11,3,0.4333,0.05,0.0167,0,n/a,2
2016,March,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,Sunshine Coast,Routine monitoring,2016-03-21,3,0.4767,0.08,0.2533,0,n/a,2
2016,March,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Routine monitoring,2016-03-11,3,1.2633,0.2467,0,0,n/a,2
2016,March,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Routine monitoring,2016-03-29,3,0.6133,0.1933,0,0.08,n/a,2
2016,March,303,Marine Harvest Canada,Glacial Creek,50.01008,-123.90241,Sunshine Coast,Follow-up,2016-03-15,4,0.25,0.2125,0,0,n/a,Brood
2016,March,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Count(s) not required (harvesting),2
2016,March,746,Grieg Seafood BC,Site 13,49.6291,-123.84265,Sunshine Coast,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Fallow,n/a
2016,March,412,Grieg Seafood BC,Site 9,49.64612,-123.72455,Sunshine Coast,Routine monitoring,2016-03-02,2,0.15,0,0,0,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2016,March,412,Grieg Seafood BC,Site 9,49.64612,-123.72455,Sunshine Coast,Routine monitoring,2016-03-09,3,0.5833,0.0667,0,0.0333,n/a,1
2016,March,412,Grieg Seafood BC,Site 9,49.64612,-123.72455,Sunshine Coast,Routine monitoring,2016-03-20,5,0.81,0.16,0,0.02,n/a,1
2016,March,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,Sunshine Coast,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Fallow,n/a
2016,April,1144,Cermaq Canada,Burdwood,50.7969,-126.49581,Broughton Archipelago,Routine monitoring,2016-04-28,3,0.9567,0.02,4.62,2.4467,n/a,1
2016,April,1144,Cermaq Canada,Burdwood,50.7969,-126.49581,Broughton Archipelago,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Count(s) not required (<4 pens),1
2016,April,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,Broughton Archipelago,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Count(s) not required (<4 pens),Brood
2016,April,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Routine monitoring,2016-04-27,3,2.4167,0.3833,7.6167,0.5667,n/a,1
2016,April,821,Marine Harvest Canada,Glacier Falls,50.84785,-126.31921,Broughton Archipelago,Routine monitoring,2016-04-06,3,0.0667,0.0167,0.2167,0.1,n/a,2
2016,April,821,Marine Harvest Canada,Glacier Falls,50.84785,-126.31921,Broughton Archipelago,Routine monitoring,2016-04-20,3,0,0,0,0.1,n/a,2
2016,April,1618,Marine Harvest Canada,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Follow-up,2016-04-03,3,0.4333,0.1833,0.0667,0,n/a,2
2016,April,1618,Marine Harvest Canada,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Post in-feed treatment,2016-04-19,3,0.3833,0.2167,0.0167,0,n/a,2
2016,April,1618,Marine Harvest Canada,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Routine monitoring,2016-04-26,3,0.6667,0.4333,0.0833,0,n/a,2
2016,April,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Count(s) not required (<4 pens),1
2016,April,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,Broughton Archipelago,Follow-up,2016-04-03,3,0.25,0.05,0,0.2167,n/a,2
2016,April,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,Broughton Archipelago,Follow-up,2016-04-14,3,0.3333,0.2333,0.0333,0,n/a,2
2016,April,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,Broughton Archipelago,Post in-feed treatment,2016-04-27,3,0.1667,0.0833,0.45,0.2333,n/a,2
2016,April,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Count(s) not required (<4 pens),1
2016,April,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Post in-feed treatment,2016-04-01,3,0.0167,0,0,0,n/a,1
2016,April,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Routine monitoring,2016-04-25,3,0.0167,0,0,0.0167,n/a,1
2016,April,1145,Marine Harvest Canada,Potts Bay,50.6492,-126.6182,Broughton Archipelago,Routine monitoring,2016-04-04,3,0.2667,0.0833,1.8333,0,n/a,Brood
2016,April,1145,Marine Harvest Canada,Potts Bay,50.6492,-126.6182,Broughton Archipelago,Routine monitoring,2016-04-15,3,0.1667,0.0167,0,0,n/a,Brood
2016,April,1145,Marine Harvest Canada,Potts Bay,50.6492,-126.6182,Broughton Archipelago,Routine monitoring,2016-04-29,3,0,0,0.3,0,n/a,Brood
2016,April,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,Post in-feed treatment,2016-04-05,3,0.1667,0.1,0,0,n/a,2
2016,April,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,Routine monitoring,2016-04-19,3,0.2333,0.1,0.0167,0,n/a,2
2016,April,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,Routine monitoring,2016-04-26,3,0.0333,0.0333,0,0.0167,n/a,2
2016,April,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Routine monitoring,2016-04-01,3,0.8133,0.4233,0.02,1.6467,n/a,1
2016,April,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Routine monitoring,2016-04-17,3,0.61,0.09,0.0233,1.1,n/a,1
2016,April,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Routine monitoring,2016-04-29,3,0.1333,0.0533,0.2667,0.01,n/a,1
2016,April,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Broughton Archipelago,Routine monitoring,2016-04-27,3,0.6,0.0667,0.9333,0,n/a,2
2016,April,739,Marine Harvest Canada,Upper Retreat,50.72183,-126.5681,Broughton Archipelago,Routine monitoring,2016-04-07,3,0.5167,0.1333,1.0667,0.75,n/a,1
2016,April,739,Marine Harvest Canada,Upper Retreat,50.72183,-126.5681,Broughton Archipelago,Routine monitoring,2016-04-27,3,0.9167,0.3,0.3167,0.0333,n/a,1
2016,April,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Count(s) not required (<4 pens),1
2016,April,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.4199,Central Coast,Routine monitoring,2016-04-02,2,0.575,0.075,4.775,0,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2016,April,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.4199,Central Coast,Routine monitoring,2016-04-09,3,1.35,0.2,2.2667,0.3,n/a,2
2016,April,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.4199,Central Coast,Routine monitoring,2016-04-16,3,1.95,0.8333,4.1333,1,n/a,2
2016,April,1580,Marine Harvest Canada,Jackson Pass,52.53727,-128.40286,Central Coast,Routine monitoring,2016-04-06,3,0.6833,0.35,1.7833,1.05,n/a,1
2016,April,1580,Marine Harvest Canada,Jackson Pass,52.53727,-128.40286,Central Coast,Routine monitoring,2016-04-19,3,0.4667,0.2833,1.3,0.95,n/a,1
2016,April,1580,Marine Harvest Canada,Jackson Pass,52.53727,-128.40286,Central Coast,Routine monitoring,2016-04-27,3,0.4667,0.2,4.1667,1.9667,n/a,1
2016,April,1691,Marine Harvest Canada,Kid Bay,52.80108,-128.40431,Central Coast,Routine monitoring,2016-04-04,3,0.2333,0.05,1.1667,0,n/a,2
2016,April,1691,Marine Harvest Canada,Kid Bay,52.80108,-128.40431,Central Coast,Routine monitoring,2016-04-17,3,0.4833,0.2,0.8167,0,n/a,2
2016,April,1691,Marine Harvest Canada,Kid Bay,52.80108,-128.40431,Central Coast,Routine monitoring,2016-04-20,3,0.4833,0.1167,1.25,0.6667,n/a,2
2016,April,884,Marine Harvest Canada,Lochalsh Bay,52.53399,-128.3602,Central Coast,Routine monitoring,2016-04-01,3,0.2667,0.0667,3.4167,1.7,n/a,1
2016,April,884,Marine Harvest Canada,Lochalsh Bay,52.53399,-128.3602,Central Coast,Routine monitoring,2016-04-08,3,0.4,0.2333,0.8167,1.2333,n/a,1
2016,April,884,Marine Harvest Canada,Lochalsh Bay,52.53399,-128.3602,Central Coast,Routine monitoring,2016-04-15,3,0.8333,0.2333,1.45,1.7167,n/a,1
2016,April,884,Marine Harvest Canada,Lochalsh Bay,52.53399,-128.3602,Central Coast,Routine monitoring,2016-04-25,4,0.475,0.1,1.7125,1.1875,n/a,1
2016,April,1895,Marine Harvest Canada,Sheep Passage,52.79609,-128.31093,Central Coast,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Count(s) not required (<4 pens),1
2016,April,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,Clayoquot Sound,Follow-up,2016-04-14,3,1.08,0.4667,0.0867,0.01,n/a,1
2016,April,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,Clayoquot Sound,Follow-up,2016-04-29,3,0.6,0.2667,0,0,n/a,1
2016,April,227,Cermaq Canada,Bawden,49.30905,-126.00742,Clayoquot Sound,Post in-feed treatment,2016-04-02,3,0.4233,0.2567,0,0.01,n/a,1
2016,April,227,Cermaq Canada,Bawden,49.30905,-126.00742,Clayoquot Sound,Routine monitoring,2016-04-16,3,0.5,0.2333,0.02,0.0233,n/a,1
2016,April,520,Cermaq Canada,Bedwell,49.26548,-125.81247,Clayoquot Sound,Routine monitoring,2016-04-02,3,0.14,0.0667,0,0,n/a,2
2016,April,520,Cermaq Canada,Bedwell,49.26548,-125.81247,Clayoquot Sound,Routine monitoring,2016-04-16,3,0.0567,0.03,0,0,n/a,2
2016,April,1148,Cermaq Canada,Binns Island,49.34182,-125.95328,Clayoquot Sound,Follow-up,2016-04-03,3,0.2667,0.04,0.0233,0.04,n/a,1
2016,April,1148,Cermaq Canada,Binns Island,49.34182,-125.95328,Clayoquot Sound,Follow-up,2016-04-15,3,0.1667,0.01,0,0.01,n/a,1
2016,April,234,Cermaq Canada,Dixon Bay,49.405,-126.15055,Clayoquot Sound,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Fallow,n/a
2016,April,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Routine monitoring,2016-04-16,2,1.175,0.25,0.325,0.025,Sampling methodology does not meet requirements outlined in licence conditions (health management action),1
2016,April,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Count(s) not performed (health management action),1
2016,April,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Routine monitoring,2016-04-03,3,2.2333,1.1767,0.2333,0,n/a,2
2016,April,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Threshold exceedance,2016-04-15,3,4.3333,2.6367,0.0233,0,Harvest pending,2
2016,April,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Routine monitoring,2016-04-15,3,0.2667,0.1333,0.0333,0,n/a,2
2016,April,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Routine monitoring,2016-04-28,3,0.13,0.0767,0.0767,0.0667,n/a,2
2016,April,6668,Cermaq Canada,Plover Point,49.21438,-125.76603,Clayoquot Sound,Follow-up,2016-04-01,3,0.5633,0.3333,0.0533,0.0533,n/a,1
2016,April,6668,Cermaq Canada,Plover Point,49.21438,-125.76603,Clayoquot Sound,Post in-feed treatment,2016-04-16,3,0.4533,0.24,0.09,0.04,n/a,1
2016,April,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Follow-up,2016-04-17,3,0.6333,0.3667,0,0,n/a,2
2016,April,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Count(s) not required (<4 pens),1
2016,April,1472,Cermaq Canada,West Side,49.27928,-125.83065,Clayoquot Sound,Routine monitoring,2016-04-01,3,1.1467,1.1,0,0.09,n/a,1
2016,April,1472,Cermaq Canada,West Side,49.27928,-125.83065,Clayoquot Sound,Routine monitoring,2016-04-16,3,1.41,1.2233,0.2667,0.39,n/a,1
2016,April,1300,Marine Harvest Canada,Althorpe,50.47531,-125.80975,Discovery Islands,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Fallow,n/a
2016,April,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Discovery Islands,Routine monitoring,2016-04-01,3,1.35,0.5167,2.0833,1.1833,n/a,1
2016,April,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Discovery Islands,Routine monitoring,2016-04-15,3,1.8167,0.8833,3.3667,1.45,n/a,2
2016,April,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,Follow-up,2016-04-08,3,1.02,0.5333,0.3567,0.1433,n/a,2
2016,April,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,Follow-up,2016-04-13,3,1.85,0.85,0,1.0667,n/a,2
2016,April,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,Follow-up,2016-04-22,3,1.22,0.4,0.11,0.09,n/a,2
2016,April,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,Discovery Islands,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Count(s) not required (harvesting),2
2016,April,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Discovery Islands,Threshold exceedance,2016-04-06,3,3.2167,1.2,1.3333,1.8,Management action planned (In-feed treatment),1
2016,April,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Discovery Islands,Pre-treatment; Follow-up,2016-04-18,3,4.8333,1.65,7.9833,1.3,In-feed treatment,2
2016,April,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Routine monitoring,2016-04-01,3,0.3433,0.09,0.6767,3.52,n/a,1
2016,April,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Routine monitoring,2016-04-10,2,0.315,0.07,2.215,5.48,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2016,April,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Routine monitoring,2016-04-15,3,0.3333,0.0967,1.51,5.8533,n/a,1
2016,April,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Routine monitoring,2016-04-17,2,0.62,0.065,1.035,5.315,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2016,April,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Routine monitoring,2016-04-29,3,0.2433,0.1233,0.6,1.58,n/a,1
2016,April,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Discovery Islands,Routine monitoring,2016-04-06,3,0.3,0.05,0.4667,0.1167,n/a,2
2016,April,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Discovery Islands,Routine monitoring,2016-04-22,3,0.75,0.3833,0.3167,0,n/a,2
2016,April,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,Follow-up,2016-04-02,2,2.785,1.1,0,1.23,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2016,April,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,Follow-up,2016-04-14,3,1.2333,0.6333,0.0333,0.15,n/a,2
2016,April,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,Follow-up,2016-04-18,2,0.565,0.25,0,0.05,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2016,April,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,Follow-up,2016-04-28,3,0.9233,0.5667,0,0.0233,n/a,2
2016,April,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Routine monitoring,2016-04-07,3,0,0,0,0,n/a,1
2016,April,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Routine monitoring,2016-04-19,3,0,0,0,0,n/a,1
2016,April,1079,Grieg Seafood BC,Steamer,49.88761,-126.79088,Esperanza Inlet,Routine monitoring,2016-04-03,3,0.1167,0.0833,0.0167,0,n/a,1
2016,April,1079,Grieg Seafood BC,Steamer,49.88761,-126.79088,Esperanza Inlet,Routine monitoring,2016-04-23,3,0.1167,0.0667,0,0,n/a,1
2016,April,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Threshold exceedance,2016-04-11,2,3.475,2.2,0,0,Harvesting; Sampling methodology does not meet requirements outlined in licence conditions (poor environmental conditions),2
2016,April,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Follow-up,n/a,0,n/a,n/a,n/a,n/a,Count(s) not performed (poor environmental conditions),2
2016,April,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Follow-up,2016-04-16,1,3.7,3,0,0,Harvesting; Sampling methodology does not meet requirements outlined in licence conditions (harvesting),2
2016,April,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Follow-up,n/a,0,n/a,n/a,n/a,n/a,Count(s) not required (harvesting),2
2016,April,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Pre-treatment,2016-04-10,3,1.7333,1.0667,0,0,In-feed treatment,2
2016,April,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Follow-up,2016-04-24,3,1.7333,1.1167,0,0,n/a,2
2016,April,892,Marine Harvest Canada,Bell Island,50.83242,-127.52057,Port Hardy,Routine monitoring,2016-04-04,3,1,0.2167,0.65,0.3,n/a,1
2016,April,892,Marine Harvest Canada,Bell Island,50.83242,-127.52057,Port Hardy,Routine monitoring,2016-04-20,3,0.65,0.1167,1.6167,0.3667,n/a,1
2016,April,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,Port Hardy,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Fallow,n/a
2016,April,7053,Marine Harvest Canada,Ghi ya,50.90078,-127.93638,Port Hardy,Post mechanical removal or bath treatment,2016-04-04,7,0.2143,0.1143,0.05,0.0929,Medicinal bath treatment,2
2016,April,7053,Marine Harvest Canada,Ghi ya,50.90078,-127.93638,Port Hardy,Routine monitoring,2016-04-10,2,0.275,0.125,0.325,0,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2016,April,7053,Marine Harvest Canada,Ghi ya,50.90078,-127.93638,Port Hardy,Routine monitoring,2016-04-18,3,0.6167,0.2667,1.1,0.3833,n/a,2
2016,April,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Follow-up,2016-04-10,3,3.4,1.5333,1.9167,0.2167,Management action planned (In-feed treatment),2
2016,April,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Pre-treatment; Follow-up,2016-04-15,3,6.7167,2.65,2.5333,1.1833,In-feed treatment,2
2016,April,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Follow-up,2016-04-20,3,7.1667,2.85,2.2333,0.15,In-feed treatment,2
2016,April,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,Follow-up,2016-04-13,3,0.0667,0.05,0,0.0167,n/a,2
2016,April,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,Post in-feed treatment,2016-04-26,3,0,0,0,0,n/a,2
2016,April,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,Routine monitoring,2016-04-07,3,0.1333,0.0333,0.0833,0,n/a,1
2016,April,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,Routine monitoring,2016-04-26,3,0.0833,0.0167,0.45,0.0667,n/a,1
2016,April,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Quatsino Sound,Follow-up,n/a,0,n/a,n/a,n/a,n/a,Count(s) not required (harvesting),2
2016,April,1237,Marine Harvest Canada,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Follow-up,2016-04-01,3,11.35,5.2667,9.6,2.5833,Harvesting,2
2016,April,1237,Marine Harvest Canada,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Follow-up,2016-04-09,3,13.5667,5.2,9.9833,0.3667,Harvesting,2
2016,April,1237,Marine Harvest Canada,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Follow-up,2016-04-17,3,19.6833,10.9667,2.9667,3.2833,Harvesting,2
2016,April,1237,Marine Harvest Canada,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Follow-up,2016-04-22,3,10.8,5.05,2.7,0.3333,Harvesting,2
2016,April,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,Sunshine Coast,Routine monitoring,2016-04-12,3,1.013333333,0.333333333,0.033333333,0,n/a,2
2016,April,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,Sunshine Coast,Routine monitoring,2016-04-22,3,0.8833,0.5633,0.2367,0,n/a,2
2016,April,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Routine monitoring,2016-04-01,3,0.2333,0.15,0.25,0.2667,n/a,2
2016,April,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Routine monitoring,2016-04-29,3,0.7667,0.4833,0,0.4167,n/a,2
2016,April,303,Marine Harvest Canada,Glacial Creek,50.01008,-123.90241,Sunshine Coast,Post in-feed treatment,2016-04-14,4,0,0,0,0,n/a,Brood
2016,April,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Count(s) not required (harvesting),2
2016,April,412,Grieg Seafood BC,Site 9,49.64612,-123.72455,Sunshine Coast,Routine monitoring,2016-04-06,3,0.55,0.3,0,0,n/a,1
