facility_id,year,month,day,fish_selected,num_pens_sampled,chalimus_ab,lep_motile_ab,lep_af_ab,cal_motile_ab,sample_type,comments
174,2012,9,,,0,,,,,Routine monitoring,Lice monitoring requirements in BC suspended following report of IHN
15,2012,9,5.0,,3,1.8,1.25,0.3667,2.5833,Routine monitoring,
52,2012,9,2.0,,3,0.0,12.0667,5.0167,16.4833,Pre-treatment; Follow-up,In-feed treatment
52,2012,9,24.0,,3,0.0667,2.45,1.3833,0.35,Follow-up,
130,2012,9,1.0,,2,2.425,5.0,3.625,0.55,Follow-up,Bi-weekly counts
130,2012,9,12.0,,4,3.8125,6.775,4.3625,0.2375,Follow-up,Management action planned (In-feed treatment)
144,2012,9,14.0,,3,0.1167,2.5667,1.3667,0.3,Routine monitoring,
88,2012,9,,,0,,,,,Routine monitoring,Fallow
99,2012,9,15.0,,3,1.1333,3.9667,2.1833,0.7667,Threshold exceedance,Management action planned (In-feed treatment)
100,2012,9,19.0,,2,0.275,1.75,1.0,0.325,Routine monitoring,
44,2012,9,,,0,,,,,Routine monitoring,Fallow
165,2012,9,,,0,,,,,Routine monitoring,Count(s) not required (harvesting)
25,2012,10,22.0,,3,0.0167,0.8667,0.55,0.1333,Routine monitoring,
27,2012,10,4.0,,3,0.0167,0.0833,0.0167,0.0,Routine monitoring,
51,2012,10,22.0,,3,0.0,0.0,0.0,0.0,Routine monitoring,
69,2012,10,,,0,,,,,Routine monitoring,Fallow
79,2012,10,12.0,,3,0.0167,0.4333,0.2333,0.0,Routine monitoring,
91,2012,10,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
103,2012,10,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
105,2012,10,,,0,,,,,Routine monitoring,Count(s) not required (harvesting)
113,2012,10,22.0,,6,0.075,0.2333,0.075,0.0333,Routine monitoring,
125,2012,10,,,0,,,,,Routine monitoring,Count(s) not required (broodstock in spawning year)
140,2012,10,5.0,,3,0.0833,0.05,0.05,0.0,Routine monitoring,
145,2012,10,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
146,2012,10,5.0,,3,0.0,0.0,0.0,0.0,Routine monitoring,
156,2012,10,31.0,,3,1.2333,0.6833,0.4333,0.2667,Routine monitoring,
164,2012,10,,,0,,,,,Routine monitoring,Fallow
173,2012,10,26.0,,3,1.0333,4.25,2.2,0.0167,Follow-up,Bi-weekly counts
70,2012,10,20.0,,3,0.0,9.4667,5.8833,0.15,Post in-feed treatment,Bi-weekly counts
82,2012,10,24.0,,3,0.4333,3.9,2.4667,0.0,Threshold exceedance,
85,2012,10,,,0,,,,,Follow-up,Count(s) not required (harvesting)
142,2012,10,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
9,2012,10,,,0,,,,,Routine monitoring,Fallow
14,2012,10,,,0,,,,,Routine monitoring,Count(s) not required (harvesting)
50,2012,10,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
62,2012,10,8.0,,3,0.1,0.2333,0.1167,0.0,Routine monitoring,
98,2012,10,7.0,,3,0.0333,0.1167,0.0833,0.0667,Routine monitoring,
110,2012,10,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
129,2012,10,23.0,,3,0.0,0.1333,0.05,0.0167,Routine monitoring,
139,2012,10,,,0,,,,,Routine monitoring,Count(s) not required (harvesting)
3,2012,10,6.0,,3,1.8667,5.45,2.6667,2.0333,Follow-up,Harvesting
3,2012,10,29.0,,3,1.8,6.1167,2.6167,2.1167,Follow-up,Harvesting
11,2012,10,25.0,,3,0.1667,2.4167,1.15,0.0,Pre-treatment,
23,2012,10,,,0,,,,,Routine monitoring,Count(s) not required (harvesting)
46,2012,10,17.0,,3,2.4333,3.9333,1.65,0.8,Threshold exceedance,Management action planned (In-feed treatment)
117,2012,10,11.0,,3,1.7833,2.6,1.3,1.05,Routine monitoring,
121,2012,10,31.0,,3,0.5833,2.3667,1.3167,0.05,Routine monitoring,
131,2012,10,4.0,,3,0.0333,0.3,0.1,0.0667,Routine monitoring,
166,2012,10,22.0,,3,0.0,1.9,1.2667,0.7667,Routine monitoring,
7,2012,10,,,0,,,,,Routine monitoring,Fallow
37,2012,10,,,0,,,,,Routine monitoring,Count(s) not required (harvesting)
109,2012,10,23.0,,3,0.0667,2.05,0.7833,0.0,Routine monitoring,
174,2012,10,8.0,,3,0.0,2.3167,1.4833,0.0,Routine monitoring,
15,2012,10,10.0,,3,2.1833,2.1,1.0333,0.6167,Routine monitoring,
15,2012,10,31.0,,3,3.0333,5.0833,1.7667,1.0333,Threshold exceedance,Bi-weekly counts
52,2012,10,8.0,,3,0.0,0.5833,0.2833,0.0667,Follow-up,
130,2012,10,10.0,,3,0.7,8.3667,5.25,0.4167,Pre-treatment; Follow-up,In-feed treatment
144,2012,10,20.0,,3,0.4333,4.1167,2.9167,0.0167,Threshold exceedance; Pre-treatment,In-feed treatment
99,2012,10,28.0,,3,1.5167,4.95,2.9167,0.6833,Pre-treatment; Follow-up,In-feed treatment
100,2012,10,30.0,,3,0.7167,2.95,1.2833,0.3833,Pre-treatment,In-feed treatment
165,2012,10,,,0,,,,,Routine monitoring,Fallow
25,2012,11,4.0,,3,0.0,1.0,0.5167,0.0333,Routine monitoring,
27,2012,11,5.0,,3,0.1833,0.2167,0.0667,0.0,Routine monitoring,
51,2012,11,8.0,,3,0.15,0.35,0.0833,0.0,Routine monitoring,
79,2012,11,15.0,,3,0.0167,0.65,0.3167,0.0,Routine monitoring,
91,2012,11,15.0,,3,0.6167,0.0667,0.0,0.0667,Routine monitoring,
103,2012,11,19.0,,3,0.8333,0.3333,0.0333,0.0167,Routine monitoring,
105,2012,11,,,0,,,,,Routine monitoring,Fallow
113,2012,11,9.0,,5,0.0,0.5,0.13,0.0,Routine monitoring,
125,2012,11,9.0,,2,0.375,6.925,4.525,0.025,Threshold exceedance,Management action planned (In-feed treatment)
140,2012,11,4.0,,3,0.1333,0.0333,0.0,0.0,Routine monitoring,
145,2012,11,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
146,2012,11,4.0,,3,0.0,0.1333,0.0833,0.0,Routine monitoring,
156,2012,11,,,0,,,,,Routine monitoring,Count(s) not performed (health management action)
173,2012,11,10.0,,3,1.0333,4.8833,2.6167,0.2167,Follow-up,Bi-weekly counts
173,2012,11,19.0,,3,2.1,6.85,2.55,0.35,Follow-up,Bi-weekly counts
70,2012,11,17.0,,3,0.0,12.8167,8.2833,0.0,Follow-up,Bi-weekly counts
70,2012,11,28.0,,3,0.1667,11.7,8.4167,0.0,Follow-up,Bi-weekly counts
82,2012,11,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
85,2012,11,,,0,,,,,Follow-up,Count(s) not required (harvesting)
96,2012,11,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
142,2012,11,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
14,2012,11,,,0,,,,,Routine monitoring,Fallow
50,2012,11,19.0,,3,0.0,0.05,0.0167,0.0167,Routine monitoring,
62,2012,11,1.0,,3,0.0,0.2667,0.15,0.0167,Routine monitoring,
98,2012,11,3.0,,3,0.0,0.15,0.1,0.0,Routine monitoring,
110,2012,11,13.0,,3,0.0333,0.1667,0.05,0.0167,Routine monitoring,
129,2012,11,8.0,,3,0.05,0.1833,0.1,0.0167,Routine monitoring,
134,2012,11,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
139,2012,11,,,0,,,,,Routine monitoring,Count(s) not required (harvesting)
3,2012,11,14.0,,3,0.05,8.5833,5.2,0.5667,Follow-up,Harvesting
3,2012,11,27.0,,3,2.6167,11.6833,8.05,0.3667,Follow-up,Harvesting
11,2012,11,11.0,,3,0.0,0.3333,0.2667,0.0,Post in-feed treatment,In-feed treatment
11,2012,11,24.0,,2,0.0,0.55,0.275,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
23,2012,11,,,0,,,,,Routine monitoring,Count(s) not required (harvesting)
46,2012,11,10.0,,3,0.35,6.3833,4.1333,1.4833,Follow-up,Management action planned (In-feed treatment)
46,2012,11,29.0,,3,0.95,11.15,7.6,0.6833,Follow-up,Management action planned (In-feed treatment)
73,2012,11,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
117,2012,11,2.0,,3,2.3833,3.8833,2.5667,0.2333,Threshold exceedance,Management action planned (In-feed treatment)
121,2012,11,21.0,,3,1.2833,2.85,1.55,0.4833,Routine monitoring,
131,2012,11,5.0,,3,0.25,0.4667,0.2,0.0333,Routine monitoring,
166,2012,11,2.0,,3,0.0,1.3333,1.0667,1.1667,Routine monitoring,
37,2012,11,,,0,,,,,Routine monitoring,Fallow
109,2012,11,9.0,,3,0.0,2.3167,1.5167,0.0,Routine monitoring,
174,2012,11,4.0,,3,0.0,2.0667,1.3333,0.0,Routine monitoring,
15,2012,11,1.0,,3,3.0,5.0333,1.75,0.7167,Follow-up,Bi-weekly counts
15,2012,11,6.0,,4,1.075,5.425,2.3875,0.5,Follow-up,Bi-weekly counts
52,2012,11,5.0,,3,0.1167,0.1,0.05,0.0,Post in-feed treatment,
130,2012,11,7.0,,3,0.0,3.2167,1.5167,0.0,Follow-up,In-feed treatment
130,2012,11,21.0,,3,0.0167,0.55,0.3667,0.0167,Follow-up,
144,2012,11,20.0,,3,0.0167,1.6667,0.8167,0.0167,Follow-up,
99,2012,11,,,0,,,,,Follow-up,Count(s) not required (<21 days post in-feed treatment)
100,2012,11,14.0,,3,2.25,2.65,1.2333,0.0667,Follow-up,
107,2012,11,26.0,,3,4.3167,0.4833,0.0,0.4,Routine monitoring,
25,2012,12,1.0,,3,0.0167,1.7,0.8833,0.0167,Routine monitoring,
27,2012,12,2.0,,2,2.3,0.525,0.125,0.0,Routine monitoring,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year)
51,2012,12,18.0,,3,0.1833,0.2667,0.1,0.0833,Routine monitoring,
79,2012,12,,,0,,,,,Routine monitoring,Count(s) not required (harvesting)
91,2012,12,20.0,,3,0.5333,0.2833,0.0333,0.4,Routine monitoring,
103,2012,12,16.0,,3,1.0833,0.5,0.2167,0.1167,Routine monitoring,
113,2012,12,13.0,,6,0.0333,0.8167,0.2917,1.2583,Routine monitoring,
125,2012,12,7.0,,3,0.65,4.85,3.5333,1.25,Pre-treatment; Follow-up,In-feed treatment
140,2012,12,29.0,,3,0.0333,0.0667,0.0167,0.0,Routine monitoring,
145,2012,12,,,0,,,,,Routine monitoring,Count(s) not performed (health management action)
146,2012,12,4.0,,3,0.1167,0.4,0.1167,0.1,Routine monitoring,
156,2012,12,18.0,,3,3.2333,0.9667,0.5333,0.3833,Routine monitoring,
164,2012,12,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
173,2012,12,17.0,,3,3.3333,7.7,3.4333,0.6333,Follow-up,Bi-weekly counts
70,2012,12,6.0,,3,0.0,10.9667,6.8,0.0,Follow-up,Bi-weekly counts; Harvest pending
82,2012,12,,,0,,,,,Routine monitoring,Fallow
85,2012,12,,,0,,,,,Follow-up,Fallow
96,2012,12,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
142,2012,12,2.0,,3,3.0833,5.5,2.3,3.2833,Threshold exceedance,Bi-weekly counts
142,2012,12,15.0,,3,2.25,13.6667,6.3,4.4333,Follow-up,Bi-weekly counts
50,2012,12,8.0,,3,0.1167,0.1167,0.0167,0.1167,Routine monitoring,
62,2012,12,2.0,,3,0.0,0.2667,0.1,0.0167,Routine monitoring,
98,2012,12,4.0,,3,0.0333,0.1333,0.0833,0.0,Routine monitoring,
98,2012,12,16.0,,3,0.0333,0.1,0.05,0.0,Routine monitoring,
106,2012,12,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
110,2012,12,6.0,,3,0.1333,0.1333,0.0333,0.1167,Routine monitoring,
129,2012,12,8.0,,3,0.0167,0.1167,0.0833,0.05,Routine monitoring,
134,2012,12,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
139,2012,12,,,0,,,,,Routine monitoring,Fallow
3,2012,12,,,0,,,,,Follow-up,Fallow
11,2012,12,23.0,,3,0.0667,0.6833,0.3667,0.0,Routine monitoring,
23,2012,12,,,0,,,,,Routine monitoring,Count(s) not required (harvesting)
46,2012,12,19.0,,3,1.2333,5.8833,4.0167,0.85,Follow-up,Management action planned (In-feed treatment)
73,2012,12,19.0,,3,6.2167,3.9667,1.8,0.1167,Threshold exceedance,Management action planned (In-feed treatment)
117,2012,12,8.0,,3,1.3333,3.35,2.0167,0.2,Follow-up,Management action planned (In-feed treatment)
117,2012,12,18.0,,3,0.9,3.4,2.0833,0.0667,Follow-up,Management action planned (In-feed treatment)
121,2012,12,23.0,,3,1.5333,4.45,2.6667,0.0,Threshold exceedance; Pre-treatment,In-feed treatment
131,2012,12,1.0,,4,0.0,0.7125,0.4875,0.025,Routine monitoring,
109,2012,12,7.0,,4,0.0,1.9,0.9875,0.0,Routine monitoring,
174,2012,12,,,0,,,,,Routine monitoring,Count(s) not required (harvesting)
15,2012,12,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
52,2012,12,24.0,,3,0.05,0.0,0.0,0.0,Routine monitoring,
130,2012,12,20.0,,3,0.0667,0.1333,0.0667,0.0,Post in-feed treatment,
144,2012,12,4.0,,3,0.0,0.55,0.4167,0.0,Post in-feed treatment,
88,2012,12,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
99,2012,12,1.0,,3,0.0167,3.2667,1.9,0.0,Follow-up,
100,2012,12,12.0,,3,0.0333,0.7167,0.4667,0.0,Follow-up,
107,2012,12,16.0,,3,1.2667,1.5833,0.0667,1.1333,Routine monitoring,
25,2013,1,6.0,,3,0.9333,2.4333,1.55,0.0833,Routine monitoring,
27,2013,1,13.0,,3,2.9167,1.15,0.4333,0.0,Routine monitoring,
35,2013,1,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
51,2013,1,25.0,,3,0.5667,0.3667,0.1167,3.5,Pre-treatment,In-feed treatment
79,2013,1,,,0,,,,,Routine monitoring,Count(s) not required (harvesting)
91,2013,1,26.0,,3,1.4,0.4833,0.15,0.4333,Routine monitoring,
103,2013,1,20.0,,3,0.0833,0.3667,0.1667,0.3,Routine monitoring,
113,2013,1,13.0,,3,0.0,0.65,0.4167,5.0667,Routine monitoring,
113,2013,1,24.0,,3,0.2667,1.4167,0.55,8.6167,Pre-treatment,In-feed treatment
124,2013,1,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
125,2013,1,29.0,,2,0.2,2.15,1.825,0.0,Follow-up,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year)
140,2013,1,,,0,,,,,Routine monitoring,Count(s) not required (harvesting)
145,2013,1,,,0,,,,,Routine monitoring,Count(s) not performed (health management action)
146,2013,1,1.0,,3,0.0333,0.6833,0.25,0.65,Routine monitoring,
156,2013,1,21.0,,3,4.3167,2.65,1.9667,1.3,Pre-treatment,In-feed treatment
164,2013,1,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
173,2013,1,13.0,,3,0.1333,4.4333,2.0333,0.0167,Follow-up,Bi-weekly counts
173,2013,1,27.0,,3,0.1,2.4167,1.2333,0.0,Routine monitoring,Bi-weekly counts
70,2013,1,6.0,,3,0.4333,12.7,6.7333,0.0,Follow-up,Bi-weekly counts; Harvest pending
70,2013,1,20.0,,3,0.0,9.8333,5.6167,0.5167,Follow-up,Bi-weekly counts; Harvest pending
96,2013,1,16.0,,3,1.0333,0.3167,0.1833,0.1333,Routine monitoring,
142,2013,1,1.0,,3,1.8833,13.4667,6.8833,3.45,Follow-up,Bi-weekly counts
142,2013,1,16.0,,3,4.5833,24.7833,13.7167,2.15,Follow-up,Bi-weekly counts
142,2013,1,29.0,,3,2.0833,32.15,19.4833,2.6833,Follow-up,Bi-weekly counts; Management action planned (In-feed treatment)
50,2013,1,5.0,,3,0.3167,0.2,0.0,1.6667,Routine monitoring,
62,2013,1,5.0,,3,0.1,0.35,0.1667,0.0333,Routine monitoring,
98,2013,1,2.0,,3,0.2167,0.1333,0.05,0.0,Routine monitoring,
106,2013,1,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
110,2013,1,4.0,,3,0.2667,0.1,0.0333,0.1333,Routine monitoring,
129,2013,1,4.0,,3,0.0333,0.05,0.0167,0.0333,Routine monitoring,
134,2013,1,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
139,2013,1,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
11,2013,1,19.0,,3,0.0,0.5667,0.3167,0.0,Routine monitoring,
23,2013,1,,,0,,,,,Routine monitoring,Fallow
46,2013,1,6.0,,3,1.0,11.0833,6.4,2.1167,Pre-treatment; Follow-up,In-feed treatment
46,2013,1,28.0,,3,0.4,3.8667,2.35,0.15,Follow-up,In-feed treatment
73,2013,1,2.0,,3,3.0333,6.35,2.4167,0.2667,Pre-treatment; Follow-up,In-feed treatment
73,2013,1,30.0,,3,0.35,1.1833,0.4333,0.0333,Follow-up,
117,2013,1,3.0,,3,1.85,9.5333,5.5333,0.4667,Pre-treatment; Follow-up,In-feed treatment
117,2013,1,30.0,,3,0.05,4.2667,2.6,0.0833,Follow-up,In-feed treatment
121,2013,1,23.0,,3,0.0167,1.95,1.2833,0.0,Follow-up,
131,2013,1,3.0,,3,0.0333,1.0167,0.7833,0.1667,Routine monitoring,
166,2013,1,,,0,,,,,Routine monitoring,Count(s) not required (harvesting)
109,2013,1,6.0,,3,0.0833,1.7333,0.9667,0.0,Pre-treatment,In-feed treatment
52,2013,1,19.0,,3,0.2167,0.5667,0.25,0.3667,Routine monitoring,
130,2013,1,2.0,,3,0.15,0.05,0.0333,0.0,Routine monitoring,
144,2013,1,21.0,,3,0.0833,0.1667,0.1167,0.0333,Routine monitoring,
88,2013,1,1.0,,3,1.4,0.1833,0.0,0.2333,Routine monitoring,
88,2013,1,28.0,,3,1.1667,0.5667,0.0833,0.7667,Routine monitoring,
99,2013,1,14.0,,3,0.0,0.7,0.6167,0.0,Post in-feed treatment,
100,2013,1,2.0,,3,0.0,0.4667,0.2833,0.0,Post in-feed treatment,
100,2013,1,30.0,,3,3.0333,0.6667,0.2833,0.0667,Routine monitoring,
107,2013,1,19.0,,3,0.95,3.2833,1.2167,0.65,Threshold exceedance,Management action planned (In-feed treatment)
25,2013,2,8.0,,3,0.0833,1.7167,0.95,0.0833,Routine monitoring,
27,2013,2,21.0,,2,1.9,0.8,0.175,0.0,Routine monitoring,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year)
35,2013,2,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
51,2013,2,15.0,,3,0.5667,0.05,0.0333,0.0,Follow-up,
79,2013,2,,,0,,,,,Routine monitoring,Fallow
91,2013,2,23.0,,3,0.4,0.7167,0.15,6.8833,Routine monitoring,
103,2013,2,14.0,,3,0.25,1.8667,0.7,0.8833,Pre-treatment,In-feed treatment
113,2013,2,17.0,,3,0.0,0.6667,0.1833,1.55,Follow-up,
124,2013,2,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
125,2013,2,1.0,,1,0.0,2.25,2.05,0.0,Follow-up,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year)
125,2013,2,26.0,,1,0.05,3.5,2.9,0.0,Follow-up,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year)
140,2013,2,,,0,,,,,Routine monitoring,Count(s) not required (harvesting)
145,2013,2,23.0,,3,0.4667,0.6667,0.0333,0.3667,Routine monitoring,
146,2013,2,3.0,,3,0.35,1.0,0.5333,0.3167,Routine monitoring,
156,2013,2,9.0,,3,0.3667,0.1667,0.0833,0.0167,Follow-up,
156,2013,2,26.0,,3,0.0333,0.0667,0.0667,0.0,Post in-feed treatment,
164,2013,2,3.0,,3,0.6167,0.0,0.0,0.0833,Routine monitoring,
173,2013,2,25.0,,3,0.0,0.2667,0.15,0.0333,Routine monitoring,
70,2013,2,3.0,,3,1.3167,8.4667,5.4833,0.0167,Follow-up,Harvesting
70,2013,2,24.0,,3,0.8,6.3333,4.3,0.1167,Follow-up,Harvesting
82,2013,2,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
96,2013,2,26.0,,3,0.4667,0.3667,0.1333,0.65,Routine monitoring,
142,2013,2,5.0,,3,5.7333,19.0167,11.1,0.0,Follow-up,Bi-weekly counts; Management action planned (In-feed treatment)
142,2013,2,21.0,,3,2.5167,25.7667,15.0333,3.3667,Pre-treatment; Follow-up,In-feed treatment
50,2013,2,1.0,,3,5.5167,0.7667,0.0333,5.7833,Routine monitoring,
50,2013,2,15.0,,3,4.0167,0.3667,0.0333,7.8333,Routine monitoring,
62,2013,2,4.0,,3,0.05,0.3,0.15,0.15,Routine monitoring,
98,2013,2,1.0,,3,0.6667,0.1667,0.05,0.25,Routine monitoring,
98,2013,2,23.0,,3,0.5833,0.3,0.0333,0.0833,Routine monitoring,
106,2013,2,9.0,,3,1.6667,0.75,0.35,0.0167,Routine monitoring,
110,2013,2,4.0,,3,0.2333,0.1167,0.0333,0.2333,Routine monitoring,
123,2013,2,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
129,2013,2,9.0,,3,0.0333,0.05,0.0167,0.0333,Routine monitoring,
134,2013,2,1.0,,3,0.2,0.05,0.0,0.2833,Routine monitoring,
134,2013,2,17.0,,3,0.4667,0.0333,0.0,0.4833,Routine monitoring,
139,2013,2,6.0,,3,0.85,0.75,0.2667,0.0833,Routine monitoring,
11,2013,2,22.0,,2,0.0,1.2,0.825,0.0,Routine monitoring,Sampling methodology does not meet requirements outlined in licence conditions (harvesting)
46,2013,2,13.0,,3,0.0,1.75,1.15,0.0,Follow-up,
73,2013,2,13.0,,3,0.0167,0.1667,0.0333,0.1333,Follow-up,
117,2013,2,13.0,,3,0.0333,1.8333,1.3333,0.05,Follow-up,
117,2013,2,24.0,,3,0.0,1.15,0.6167,0.0,Follow-up,
121,2013,2,6.0,,3,0.0,0.45,0.2167,0.0333,Follow-up,
131,2013,2,1.0,,3,0.2333,1.2333,0.6833,0.0833,Routine monitoring,
166,2013,2,,,0,,,,,Routine monitoring,Count(s) not required (harvesting)
37,2013,2,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
109,2013,2,19.0,,3,0.05,1.25,0.5667,0.0,Follow-up,
109,2013,2,27.0,,3,0.0167,1.1,0.5,0.0,Follow-up,
52,2013,2,21.0,,3,0.8333,1.5333,0.65,0.3667,Routine monitoring,
130,2013,2,13.0,,3,0.75,0.1333,0.0667,0.0667,Routine monitoring,
144,2013,2,20.0,,3,0.1333,0.0833,0.0333,0.1167,Routine monitoring,
88,2013,2,24.0,,3,4.0833,0.9833,0.3167,1.9167,Pre-treatment,
99,2013,2,7.0,,3,1.6667,0.3833,0.25,0.2667,Routine monitoring,
100,2013,2,9.0,,4,11.025,1.4125,0.2375,0.0125,Routine monitoring,
100,2013,2,26.0,,3,4.8,1.5,0.4,3.0833,Routine monitoring,
107,2013,2,1.0,,3,1.5,1.45,0.8167,1.3667,Follow-up,Management action planned (In-feed treatment)
107,2013,2,15.0,,3,1.9667,4.75,0.9,2.1667,Pre-treatment; Follow-up,In-feed treatment
25,2013,3,,,0,,,,,Routine monitoring,Count(s) not required (harvesting)
27,2013,3,15.0,,2,0.9,0.925,0.15,0.85,Routine monitoring,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year)
27,2013,3,,,0,,,,,Routine monitoring,Count(s) not performed (broodstock in spawning year)
35,2013,3,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
51,2013,3,3.0,,3,0.1333,0.0,0.0,0.0,Post in-feed treatment,
51,2013,3,17.0,,3,0.2333,0.0667,0.0167,0.0,Routine monitoring,
51,2013,3,30.0,,3,0.0333,0.0667,0.0167,0.0,Routine monitoring,
91,2013,3,11.0,,3,0.7667,0.7333,0.1667,4.1667,Routine monitoring,
91,2013,3,25.0,,3,1.4333,1.3,0.3667,5.5,Routine monitoring,
103,2013,3,3.0,,3,0.2833,1.3,0.4833,0.4167,Follow-up,
103,2013,3,18.0,,3,0.6667,0.9,0.5667,0.2333,Follow-up,
113,2013,3,8.0,,3,0.0,0.2333,0.1667,0.0333,Follow-up,
113,2013,3,22.0,,3,0.0,0.0,0.0,0.1167,Post in-feed treatment,
124,2013,3,14.0,,3,0.0667,0.05,0.0,0.0,Routine monitoring,
124,2013,3,27.0,,3,0.2667,0.1,0.0,0.0333,Routine monitoring,
125,2013,3,4.0,,1,1.6,2.05,1.5,0.0,Follow-up,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year)
125,2013,3,,,0,,,,,Follow-up,Count(s) not required (broodstock in spawning year)
140,2013,3,,,0,,,,,Routine monitoring,Count(s) not required (harvesting)
145,2013,3,2.0,,3,4.4,0.6667,0.0333,0.0333,Routine monitoring,
145,2013,3,16.0,,3,1.3,1.1667,0.4167,0.1833,Routine monitoring,
146,2013,3,1.0,,3,0.3,0.8333,0.35,0.3667,Routine monitoring,
146,2013,3,16.0,,3,0.1833,0.9667,0.3667,0.5833,Pre-treatment,In-feed treatment
156,2013,3,12.0,,3,0.0,0.0167,0.0,0.0,Routine monitoring,
156,2013,3,,,0,,,,,Routine monitoring,Count(s) not performed; Follow up actions taken 
164,2013,3,2.0,,3,0.3667,0.2667,0.05,0.1,Routine monitoring,
164,2013,3,30.0,,3,0.6333,0.15,0.0333,0.0667,Routine monitoring,
173,2013,3,8.0,,3,0.0333,0.0667,0.0,0.0167,Routine monitoring,
173,2013,3,22.0,,3,0.05,0.2,0.15,0.0,Routine monitoring,
70,2013,3,8.0,,2,0.0,4.75,3.55,0.025,Follow-up,Harvesting; Sampling methodology does not meet requirements outlined in licence conditions (harvesting)
70,2013,3,16.0,,2,4.875,9.6,5.275,0.15,Follow-up,Harvesting; Sampling methodology does not meet requirements outlined in licence conditions (harvesting)
70,2013,3,28.0,,1,0.0,5.15,3.1,0.0,Follow-up,Harvesting; Sampling methodology does not meet requirements outlined in licence conditions (harvesting)
82,2013,3,27.0,,3,0.2833,0.0,0.0,0.1167,Routine monitoring,
82,2013,3,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
96,2013,3,12.0,,3,0.9167,0.0833,0.05,1.0833,Routine monitoring,
96,2013,3,24.0,,3,0.3833,0.1167,0.0333,0.05,Routine monitoring,
142,2013,3,5.0,,3,4.5833,22.7667,14.0,0.0333,Follow-up,In-feed treatment
142,2013,3,12.0,,3,1.1,19.1167,7.75,0.2167,Follow-up,In-feed treatment
142,2013,3,24.0,,3,0.2333,12.35,6.1833,0.2333,Follow-up,In-feed treatment
12,2013,3,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
50,2013,3,5.0,,3,7.7833,0.0,0.0,11.7,Routine monitoring,
50,2013,3,18.0,,3,4.6167,0.4667,0.0667,9.3833,Routine monitoring,
62,2013,3,4.0,,3,0.05,0.5333,0.1667,0.0,Routine monitoring,
62,2013,3,13.0,,3,0.0833,0.5333,0.2667,0.0,Routine monitoring,
98,2013,3,3.0,,3,0.8,0.3,0.0833,0.0,Routine monitoring,
98,2013,3,16.0,,3,0.5333,0.2667,0.15,0.0333,Routine monitoring,
106,2013,3,3.0,,3,9.0167,0.6667,0.1167,3.8833,Routine monitoring,
106,2013,3,18.0,,3,4.7667,1.0,0.0,7.65,Routine monitoring,
110,2013,3,2.0,,3,0.8167,0.4333,0.0167,0.8167,Routine monitoring,
110,2013,3,16.0,,3,1.0667,0.3667,0.0833,0.2333,Routine monitoring,
123,2013,3,17.0,,3,0.1167,0.0,0.0,0.1,Routine monitoring,
123,2013,3,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
